DATE_TIME,AMBIENT_TEMPERATURE,IRRADIATION,HOUR,MINUTE,DAY_OF_WEEK,IS_DAYLIGHT,MODULE_TEMPERATURE,DC_POWER,INVERTER_IDs_1BY6WEcLGh8j5v7,INVERTER_IDs_1IF53ai7Xc0U56Y,INVERTER_IDs_3PZuoBAID5Wc2HD,INVERTER_IDs_7JYdWkrLSPkdwr4,INVERTER_IDs_McdE0feGgRqW7Ca,INVERTER_IDs_VHMLBKoKgIrUVDU,INVERTER_IDs_WRmjgnKYAwPKWDb,INVERTER_IDs_ZnxXDlPa8U1GXgE,INVERTER_IDs_ZoEaEvLYb1n2sOq,INVERTER_IDs_adLQvlD726eNBSB,INVERTER_IDs_bvBOhCH3iADSZry,INVERTER_IDs_iCRJl6heRkivqQ3,INVERTER_IDs_ih0vzX44oOqAx2f,INVERTER_IDs_pkci93gMrogZuBj,INVERTER_IDs_rGa61gmuvPhdLxV,INVERTER_IDs_sjndEbLyjtCKgGv,INVERTER_IDs_uHbuxQJl8lW7ozc,INVERTER_IDs_wCURE6d3bPkepu2,INVERTER_IDs_z9Y9gH1T5YWrNuG,INVERTER_IDs_zBIq5rxdHJRwDNY,INVERTER_IDs_zVJPv84UY57bAof,INVERTER_IDs_YxYtjZvoooNbGkE,PREDICTED_AC,INVERTER_ID
2025-06-25 00:00:00,24.7,0.0,0,0,2,0,22.556474685668945,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 00:15:00,24.65,0.0,0,15,2,0,22.646484375,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 00:30:00,24.6,0.0,0,30,2,0,22.591659545898438,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 00:45:00,24.55,0.0,0,45,2,0,22.591659545898438,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 01:00:00,24.5,0.0,1,0,2,0,22.465974807739258,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 01:15:00,24.45,0.0,1,15,2,0,22.465974807739258,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 01:30:00,24.4,0.0,1,30,2,0,22.465974807739258,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 01:45:00,24.35,0.0,1,45,2,0,22.465974807739258,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 02:00:00,24.3,0.0,2,0,2,0,22.19317054748535,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 02:15:00,24.3,0.0,2,15,2,0,22.19317054748535,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 02:30:00,24.3,0.0,2,30,2,0,22.19317054748535,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 02:45:00,24.3,0.0,2,45,2,0,22.19317054748535,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 03:00:00,24.3,0.0,3,0,2,0,22.19317054748535,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 03:15:00,24.275,0.0,3,15,2,0,22.19317054748535,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 03:30:00,24.25,0.0,3,30,2,0,22.102298736572266,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 03:45:00,24.225,0.0,3,45,2,0,22.102298736572266,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 04:00:00,24.2,0.0,4,0,2,0,22.102298736572266,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 04:15:00,24.2,0.0,4,15,2,0,22.102298736572266,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 04:30:00,24.2,0.0,4,30,2,0,22.102298736572266,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 04:45:00,24.2,0.0,4,45,2,0,22.102298736572266,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 05:00:00,24.2,0.0,5,0,2,0,22.102298736572266,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 05:15:00,24.225,0.0010625,5,15,2,0,22.65146255493164,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 05:30:00,24.25,0.002125,5,30,2,0,22.906526565551758,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 05:45:00,24.275,0.0031875,5,45,2,0,23.043535232543945,16.490202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37257142856,1BY6WEcLGh8j5v7
2025-06-25 06:00:00,24.3,0.00425,6,0,2,1,23.043535232543945,18.992807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8603571429099999,1BY6WEcLGh8j5v7
2025-06-25 06:15:00,24.4,0.0093125,6,15,2,1,23.48101234436035,106.50661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.311535714000003,1BY6WEcLGh8j5v7
2025-06-25 06:30:00,24.5,0.014375,6,30,2,1,23.685352325439453,195.58556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.810464286000013,1BY6WEcLGh8j5v7
2025-06-25 06:45:00,24.6,0.0194375,6,45,2,1,24.046791076660156,278.19055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.867964286999996,1BY6WEcLGh8j5v7
2025-06-25 07:00:00,24.7,0.0245,7,0,2,1,23.97949981689453,326.92172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.55078571539999,1BY6WEcLGh8j5v7
2025-06-25 07:15:00,24.875,0.0316875,7,15,2,1,24.88835334777832,441.77737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7154464284,1BY6WEcLGh8j5v7
2025-06-25 07:30:00,25.049999999999997,0.038875,7,30,2,1,25.410856246948242,558.81805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.05867857140001,1BY6WEcLGh8j5v7
2025-06-25 07:45:00,25.224999999999998,0.0460625,7,45,2,1,26.08596420288086,679.8728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.92796190389998,1BY6WEcLGh8j5v7
2025-06-25 08:00:00,25.4,0.05325,8,0,2,1,26.08596420288086,745.537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.28408928540007,1BY6WEcLGh8j5v7
2025-06-25 08:15:00,25.625,0.058375,8,15,2,1,26.55278778076172,881.9636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.6537321431,1BY6WEcLGh8j5v7
2025-06-25 08:30:00,25.85,0.0635,8,30,2,1,26.770978927612305,929.29016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.261767858,1BY6WEcLGh8j5v7
2025-06-25 08:45:00,26.075,0.068625,8,45,2,1,27.86261749267578,978.21765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.95332142869992,1BY6WEcLGh8j5v7
2025-06-25 09:00:00,26.3,0.07375,9,0,2,1,28.05870819091797,1097.5436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.70255357700002,1BY6WEcLGh8j5v7
2025-06-25 09:15:00,26.45,0.0785,9,15,2,1,28.316652297973633,1164.7124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.24875000899993,1BY6WEcLGh8j5v7
2025-06-25 09:30:00,26.6,0.08325,9,30,2,1,28.68655776977539,1239.3514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.60392857500003,1BY6WEcLGh8j5v7
2025-06-25 09:45:00,26.75,0.088,9,45,2,1,28.925195693969727,1287.7274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.60103570800014,1BY6WEcLGh8j5v7
2025-06-25 10:00:00,26.9,0.09275,10,0,2,1,28.925195693969727,1407.7877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.27694644200008,1BY6WEcLGh8j5v7
2025-06-25 10:15:00,27.049999999999997,0.095875,10,15,2,1,30.03813934326172,1457.946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.11903570499996,1BY6WEcLGh8j5v7
2025-06-25 10:30:00,27.2,0.099,10,30,2,1,30.328208923339844,1531.8202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.68387857899995,1BY6WEcLGh8j5v7
2025-06-25 10:45:00,27.35,0.102125,10,45,2,1,30.33570098876953,1552.2031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.66232143100004,1BY6WEcLGh8j5v7
2025-06-25 11:00:00,27.5,0.10525,11,0,2,1,30.580291748046875,1574.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.92016071400002,1BY6WEcLGh8j5v7
2025-06-25 11:15:00,27.6,0.1089375,11,15,2,1,30.610280990600586,1497.6438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.11177142699998,1BY6WEcLGh8j5v7
2025-06-25 11:30:00,27.7,0.112625,11,30,2,1,31.12627410888672,1681.7188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.56537499600014,1BY6WEcLGh8j5v7
2025-06-25 11:45:00,27.799999999999997,0.1163125,11,45,2,1,31.443557739257812,1677.8523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.26639284999993,1BY6WEcLGh8j5v7
2025-06-25 12:00:00,27.9,0.12,12,0,2,1,31.687009811401367,1856.147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.91910712500004,1BY6WEcLGh8j5v7
2025-06-25 12:15:00,28.0,0.1203125,12,15,2,1,31.500572204589844,1852.3679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.42621428399997,1BY6WEcLGh8j5v7
2025-06-25 12:30:00,28.1,0.120625,12,30,2,1,31.500572204589844,1847.0424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.01600000499994,1BY6WEcLGh8j5v7
2025-06-25 12:45:00,28.2,0.1209375,12,45,2,1,31.60826873779297,1839.6193,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.40298215599987,1BY6WEcLGh8j5v7
2025-06-25 13:00:00,28.3,0.12125,13,0,2,1,31.347131729125977,1856.147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.91649997600004,1BY6WEcLGh8j5v7
2025-06-25 13:15:00,28.225,0.1136875,13,15,2,1,31.135286331176758,1744.2065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.880017881,1BY6WEcLGh8j5v7
2025-06-25 13:30:00,28.15,0.106125,13,30,2,1,30.990541458129883,1544.841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.96717854699997,1BY6WEcLGh8j5v7
2025-06-25 13:45:00,28.075,0.0985625,13,45,2,1,30.882844924926758,1481.5905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.59490357400003,1BY6WEcLGh8j5v7
2025-06-25 14:00:00,28.0,0.091,14,0,2,1,30.442626953125,1407.7726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.25578572400002,1BY6WEcLGh8j5v7
2025-06-25 14:15:00,28.125,0.0925,14,15,2,1,30.550323486328125,1396.2961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.15543213300012,1BY6WEcLGh8j5v7
2025-06-25 14:30:00,28.25,0.094,14,30,2,1,30.289186477661133,1387.3074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.19607142899997,1BY6WEcLGh8j5v7
2025-06-25 14:45:00,28.375,0.0955,14,45,2,1,30.34173011779785,1392.5049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.72555356799995,1BY6WEcLGh8j5v7
2025-06-25 15:00:00,28.5,0.097,15,0,2,1,30.229490280151367,1518.5082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.32659642799987,1BY6WEcLGh8j5v7
2025-06-25 15:15:00,28.475,0.0906875,15,15,2,1,30.37005043029785,1393.2667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.6978749959999,1BY6WEcLGh8j5v7
2025-06-25 15:30:00,28.45,0.084375,15,30,2,1,30.01384162902832,1246.657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.26105357000002,1BY6WEcLGh8j5v7
2025-06-25 15:45:00,28.424999999999997,0.0780625,15,45,2,1,29.99938201904297,1150.3472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.86633928200008,1BY6WEcLGh8j5v7
2025-06-25 16:00:00,28.4,0.07175,16,0,2,1,29.97106170654297,1106.694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.58689642900009,1BY6WEcLGh8j5v7
2025-06-25 16:15:00,28.224999999999998,0.062875,16,15,2,1,28.600740432739258,940.02924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.28817857080007,1BY6WEcLGh8j5v7
2025-06-25 16:30:00,28.049999999999997,0.054,16,30,2,1,28.50812530517578,823.23505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.88432142899991,1BY6WEcLGh8j5v7
2025-06-25 16:45:00,27.875,0.045125,16,45,2,1,28.225189208984375,604.66113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.58329761830002,1BY6WEcLGh8j5v7
2025-06-25 17:00:00,27.7,0.03625,17,0,2,1,27.916765213012695,511.50513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.44278571380005,1BY6WEcLGh8j5v7
2025-06-25 17:15:00,27.5,0.0305625,17,15,2,1,27.135175704956055,429.30786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5095357143,1BY6WEcLGh8j5v7
2025-06-25 17:30:00,27.299999999999997,0.024875,17,30,2,1,26.736576080322266,337.69778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.61428571539998,1BY6WEcLGh8j5v7
2025-06-25 17:45:00,27.099999999999998,0.0191875,17,45,2,1,26.698408126831055,278.96814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.969285715199998,1BY6WEcLGh8j5v7
2025-06-25 18:00:00,26.9,0.0135,18,0,2,1,26.290544509887695,186.1068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.983446427700002,1BY6WEcLGh8j5v7
2025-06-25 18:15:00,26.724999999999998,0.01025,18,15,2,1,26.095592498779297,126.54079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.20565476220001,1BY6WEcLGh8j5v7
2025-06-25 18:30:00,26.549999999999997,0.007,18,30,2,1,25.303525924682617,57.97667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.591142857299999,1BY6WEcLGh8j5v7
2025-06-25 18:45:00,26.375,0.00375,18,45,2,1,25.169761657714844,17.88697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8460892857600002,1BY6WEcLGh8j5v7
2025-06-25 19:00:00,26.2,0.0005,19,0,2,0,24.587793350219727,2.6277049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 19:15:00,26.05,0.000375,19,15,2,0,24.44194793701172,2.2335374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 19:30:00,25.9,0.00025,19,30,2,0,24.16067123413086,2.2335374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 19:45:00,25.75,0.000125,19,45,2,0,23.99770736694336,2.2335374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 20:00:00,25.6,0.0,20,0,2,0,23.773210525512695,2.4454858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 20:15:00,25.450000000000003,0.0,20,15,2,0,23.621915817260742,2.0513184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 20:30:00,25.3,0.0,20,30,2,0,23.621915817260742,2.0513184,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 20:45:00,25.15,0.0,20,45,2,0,23.168495178222656,1.614372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 21:00:00,25.0,0.0,21,0,2,0,23.181180953979492,2.0085394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 21:15:00,24.95,0.0,21,15,2,0,23.078441619873047,1.614372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 21:30:00,24.9,0.0,21,30,2,0,23.078441619873047,1.614372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 21:45:00,24.85,0.0,21,45,2,0,23.078441619873047,1.614372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 22:00:00,24.8,0.0,22,0,2,0,22.59493637084961,2.0085394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 22:15:00,24.8,0.0,22,15,2,0,22.59493637084961,1.614372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 22:30:00,24.8,0.0,22,30,2,0,22.59493637084961,1.614372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 22:45:00,24.8,0.0,22,45,2,0,22.59493637084961,1.614372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 23:00:00,24.8,0.0,23,0,2,0,22.59493637084961,2.0085394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 23:15:00,24.775,0.0,23,15,2,0,22.59493637084961,1.614372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 23:30:00,24.75,0.0,23,30,2,0,22.5319881439209,1.614372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-25 23:45:00,24.725,0.0,23,45,2,0,22.5319881439209,1.614372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 00:00:00,24.7,0.0,0,0,3,0,22.556474685668945,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 00:15:00,24.7,0.0,0,15,3,0,22.556474685668945,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 00:30:00,24.7,0.0,0,30,3,0,22.556474685668945,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 00:45:00,24.7,0.0,0,45,3,0,22.556474685668945,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 01:00:00,24.7,0.0,1,0,3,0,22.556474685668945,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 01:15:00,24.65,0.0,1,15,3,0,22.646484375,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 01:30:00,24.6,0.0,1,30,3,0,22.591659545898438,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 01:45:00,24.55,0.0,1,45,3,0,22.591659545898438,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 02:00:00,24.5,0.0,2,0,3,0,22.465974807739258,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 02:15:00,24.475,0.0,2,15,3,0,22.465974807739258,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 02:30:00,24.45,0.0,2,30,3,0,22.465974807739258,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 02:45:00,24.424999999999997,0.0,2,45,3,0,22.465974807739258,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 03:00:00,24.4,0.0,3,0,3,0,22.465974807739258,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 03:15:00,24.375,0.0,3,15,3,0,22.465974807739258,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 03:30:00,24.35,0.0,3,30,3,0,22.465974807739258,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 03:45:00,24.325,0.0,3,45,3,0,22.465974807739258,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 04:00:00,24.3,0.0,4,0,3,0,22.19317054748535,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 04:15:00,24.275,0.0,4,15,3,0,22.19317054748535,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 04:30:00,24.25,0.0,4,30,3,0,22.102298736572266,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 04:45:00,24.225,0.0,4,45,3,0,22.102298736572266,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 05:00:00,24.2,0.0,5,0,3,0,22.102298736572266,0.45565513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 05:15:00,24.2,0.000875,5,15,3,0,22.51801300048828,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 05:30:00,24.2,0.00175,5,30,3,0,22.764705657958984,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 05:45:00,24.2,0.002625,5,45,3,0,22.906526565551758,0.8367597,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1BY6WEcLGh8j5v7
2025-06-26 06:00:00,24.2,0.0035,6,0,3,1,22.906526565551758,14.931118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3432857142700003,1BY6WEcLGh8j5v7
